pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,boat,home.dest,body_found,embarked_C,embarked_Q,embarked_S
3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",1,36.0,0,2,350405,12.1833,,,,False,0,0,1
3,0,"Williams, Mr. Leslie",0,28.5,0,0,54636,16.1,,,,True,0,0,1
2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",1,27.0,1,0,11668,21.0,,,"Plymouth, England",False,0,0,1
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",1,24.0,1,0,244367,26.0,,12,"Moscow / Bronx, NY",False,0,0,1
3,1,"Coutts, Master. Eden Leslie ""Neville""",0,9.0,1,1,C.A. 37671,15.9,,2,"England Brooklyn, NY",False,0,0,1
3,1,"Johnson, Master. Harold Theodor",0,4.0,1,1,347742,11.1333,,15,,False,0,0,1
1,0,"Warren, Mr. Frank Manley",0,64.0,1,0,110813,75.25,D37,,"Portland, OR",False,1,0,0
3,0,"Alhomaki, Mr. Ilmari Rudolf",0,20.0,0,0,SOTON/O2 3101287,7.925,,,"Salo, Finland Astoria, OR",False,0,0,1
3,1,"Sunderland, Mr. Victor Francis",0,16.0,0,0,SOTON/OQ 392089,8.05,,B,,False,0,0,1
3,1,"Stranden, Mr. Juho",0,31.0,0,0,STON/O 2. 3101288,7.925,,9,,False,0,0,1
3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,42.0,0,0,348121,7.65,F G63,,,True,0,0,1
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47.0,1,1,11751,52.5542,D35,5,"New York, NY",False,0,0,1
1,0,"Ringhini, Mr. Sante",0,22.0,0,0,PC 17760,135.6333,,,,True,1,0,0
1,1,"Maioni, Miss. Roberta",1,16.0,0,0,110152,86.5,B79,8,,False,0,0,1
3,1,"Johansson Palmquist, Mr. Oskar Leander",0,26.0,0,0,347070,7.775,,15,,False,0,0,1
2,1,"Mellinger, Miss. Madeleine Violet",1,13.0,0,1,250644,19.5,,14,"England / Bennington, VT",False,0,0,1
3,1,"Jansson, Mr. Carl Olof",0,21.0,0,0,350034,7.7958,,A,,False,0,0,1
2,0,"Kantor, Mr. Sinai",0,34.0,1,0,244367,26.0,,,"Moscow / Bronx, NY",True,0,0,1
3,0,"Vanden Steen, Mr. Leo Peter",0,28.0,0,0,345783,9.5,,,,False,0,0,1
2,1,"Richards, Mrs. Sidney (Emily Hocking)",1,24.0,2,3,29106,18.75,,4,"Cornwall / Akron, OH",False,0,0,1
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",1,22.0,0,0,F.C.C. 13534,21.0,,,"India / Pittsburgh, PA",False,0,0,1
3,0,"Celotti, Mr. Francesco",0,24.0,0,0,343275,8.05,,,London,False,0,0,1
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,31.0,1,1,C.A. 31921,26.25,,14,"Bishopstoke, Hants / Fayette Valley, ID",False,0,0,1
1,1,"Ostby, Miss. Helene Ragnhild",1,22.0,0,1,113509,61.9792,B36,5,"Providence, RI",False,1,0,0
3,0,"Ford, Miss. Doolina Margaret ""Daisy""",1,21.0,2,2,W./C. 6608,34.375,,,"Rotherfield, Sussex, England Essex Co, MA",False,0,0,1
3,0,"Wittevrongel, Mr. Camille",0,36.0,0,0,345771,9.5,,,,False,0,0,1
3,0,"Andersson, Miss. Sigrid Elisabeth",1,11.0,4,2,347082,31.275,,,"Sweden Winnipeg, MN",False,0,0,1
1,0,"Williams, Mr. Charles Duane",0,51.0,0,1,PC 17597,61.3792,,,"Geneva, Switzerland / Radnor, PA",False,1,0,0
1,1,"Cherry, Miss. Gladys",1,30.0,0,0,110152,86.5,B77,8,"London, England",False,0,0,1
3,0,"Jensen, Mr. Svend Lauritz",0,17.0,1,0,350048,7.0542,,,,False,0,0,1
3,0,"Morley, Mr. William",0,34.0,0,0,364506,8.05,,,,False,0,0,1
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,19.0,0,0,348124,7.65,F G73,,,False,0,0,1
3,0,"Beavan, Mr. William Thomas",0,19.0,0,0,323951,8.05,,,England,False,0,0,1
3,1,"Albimona, Mr. Nassef Cassem",0,26.0,0,0,2699,18.7875,,15,"Syria Fredericksburg, VA",False,1,0,0
2,0,"Hickman, Mr. Lewis",0,32.0,2,0,S.O.C. 14879,73.5,,,"West Hampstead, London / Neepawa, MB",True,0,0,1
3,0,"Allen, Mr. William Henry",0,35.0,0,0,373450,8.05,,,"Lower Clapton, Middlesex or Erdington, Birmingham",False,0,0,1
1,0,"Straus, Mr. Isidor",0,67.0,1,0,PC 17483,221.7792,C55 C57,,"New York, NY",True,0,0,1
2,1,"Silven, Miss. Lyyli Karoliina",1,18.0,0,2,250652,13.0,,16,"Finland / Minneapolis, MN",False,0,0,1
3,0,"Tomlin, Mr. Ernest Portage",0,30.5,0,0,364499,8.05,,,,True,0,0,1
2,0,"Weisz, Mr. Leopold",0,27.0,1,0,228414,26.0,,,"Bromsgrove, England / Montreal, PQ",True,0,0,1
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54.0,1,0,PC 17603,59.4,,6,"New York, NY",False,1,0,0
2,0,"Abelson, Mr. Samuel",0,30.0,1,0,P/PP 3381,24.0,,,"Russia New York, NY",False,1,0,0
3,1,"Niskanen, Mr. Juha",0,39.0,0,0,STON/O 2. 3101289,7.925,,9,,False,0,0,1
1,1,"Bowen, Miss. Grace Scott",1,45.0,0,0,PC 17608,262.375,,4,"Cooperstown, NY",False,1,0,0
3,0,"Burke, Mr. Jeremiah",0,19.0,0,0,365222,6.75,,,"Co Cork, Ireland Charlestown, MA",False,0,1,0
3,0,"Bostandyeff, Mr. Guentcho",0,26.0,0,0,349224,7.8958,,,"Bulgaria Chicago, IL",False,0,0,1
3,0,"Lundahl, Mr. Johan Svensson",0,51.0,0,0,347743,7.0542,,,,False,0,0,1
2,1,"Lemore, Mrs. (Amelia Milley)",1,34.0,0,0,C.A. 34260,10.5,F33,14,"Chicago, IL",False,0,0,1
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1,26.0,1,1,315153,22.025,,2,,False,0,0,1
3,0,"Assam, Mr. Ali",0,23.0,0,0,SOTON/O.Q. 3101309,7.05,,,,False,0,0,1
3,1,"Cohen, Mr. Gurshon ""Gus""",0,18.0,0,0,A/5 3540,8.05,,12,"London Brooklyn, NY",False,0,0,1
1,0,"Maguire, Mr. John Edward",0,30.0,0,0,110469,26.0,C106,,"Brockton, MA",False,0,0,1
3,0,"Andersson, Miss. Ebba Iris Alfrida",1,6.0,4,2,347082,31.275,,,"Sweden Winnipeg, MN",False,0,0,1
3,1,"Gilnagh, Miss. Katherine ""Katie""",1,16.0,0,0,35851,7.7333,,16,"Co Longford, Ireland New York, NY",False,0,1,0
1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",1,76.0,1,0,19877,78.85,C46,6,"Little Onn Hall, Staffs",False,0,0,1
1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,17.0,1,0,PC 17758,108.9,C65,8,"Madrid, Spain",False,1,0,0
1,1,"Seward, Mr. Frederic Kimber",0,34.0,0,0,113794,26.55,,7,"New York, NY",False,0,0,1
3,1,"Sundman, Mr. Johan Julian",0,44.0,0,0,STON/O 2. 3101269,7.925,,15,,False,0,0,1
2,1,"West, Miss. Barbara J",1,0.9167,1,2,C.A. 34651,27.75,,10,"Bournmouth, England",False,0,0,1
3,0,"Rush, Mr. Alfred George John",0,16.0,0,0,A/4. 20589,8.05,,,,False,0,0,1
3,1,"Midtsjo, Mr. Karl Albert",0,21.0,0,0,345501,7.775,,15,,False,0,0,1
3,0,"Alexander, Mr. William",0,26.0,0,0,3474,7.8875,,,"England Albion, NY",False,0,0,1
3,0,"Karlsson, Mr. Julius Konrad Eugen",0,33.0,0,0,347465,7.8542,,,,False,0,0,1
3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26.0,1,0,A/5. 3336,16.1,,,,False,0,0,1
1,1,"Taussig, Miss. Ruth",1,18.0,0,2,110413,79.65,E68,8,"New York, NY",False,0,0,1
2,1,"Duran y More, Miss. Asuncion",1,27.0,1,0,SC/PARIS 2149,13.8583,,12,"Barcelona, Spain / Havana, Cuba",False,1,0,0
3,0,"Davies, Mr. Joseph",0,17.0,2,0,A/4 48873,8.05,,,"West Bromwich, England Pontiac, MI",False,0,0,1
2,0,"Bateman, Rev. Robert James",0,51.0,0,0,S.O.P. 1166,12.525,,,"Jacksonville, FL",True,0,0,1
3,1,"Moor, Master. Meier",0,6.0,0,1,392096,12.475,E121,14,,False,0,0,1
1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",1,18.0,1,0,113773,53.1,D30,10,"New York, NY",False,0,0,1
3,1,"Salkjelsvik, Miss. Anna Kristine",1,21.0,0,0,343120,7.65,,C,,False,0,0,1
1,1,"Fortune, Miss. Alice Elizabeth",1,24.0,3,2,19950,263.0,C23 C25 C27,10,"Winnipeg, MB",False,0,0,1
2,0,"Stanton, Mr. Samuel Ward",0,41.0,0,0,237734,15.0458,,,"New York, NY",False,1,0,0
1,1,"Fortune, Miss. Ethel Flora",1,28.0,3,2,19950,263.0,C23 C25 C27,10,"Winnipeg, MB",False,0,0,1
3,0,"Van Impe, Miss. Catharina",1,10.0,0,2,345773,24.15,,,,False,0,0,1
3,1,"Ayoub, Miss. Banoura",1,13.0,0,0,2687,7.2292,,C,"Syria Youngstown, OH",False,1,0,0
1,0,"Carlsson, Mr. Frans Olof",0,33.0,0,0,695,5.0,B51 B53 B55,,"New York, NY",False,0,0,1
3,0,"Braund, Mr. Owen Harris",0,22.0,1,0,A/5 21171,7.25,,,"Bridgerule, Devon",False,0,0,1
1,1,"Compton, Miss. Sara Rebecca",1,39.0,1,1,PC 17756,83.1583,E49,14,"Lakewood, NJ",False,1,0,0
2,0,"Maybery, Mr. Frank Hubert",0,40.0,0,0,239059,16.0,,,"Weston-Super-Mare / Moose Jaw, SK",False,0,0,1
3,0,"Palsson, Master. Gosta Leonard",0,2.0,3,1,349909,21.075,,,,True,0,0,1
1,1,"Lines, Miss. Mary Conover",1,16.0,0,1,PC 17592,39.4,D28,9,"Paris, France",False,0,0,1
3,0,"Petranec, Miss. Matilda",1,28.0,0,0,349245,7.8958,,,,False,0,0,1
3,0,"Davies, Mr. Evan",0,22.0,0,0,SC/A4 23568,8.05,,,,False,0,0,1
1,0,"Blackwell, Mr. Stephen Weart",0,45.0,0,0,113784,35.5,T,,"Trenton, NJ",False,0,0,1
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22.0,1,2,SC/Paris 2123,41.5792,,14,Paris / Haiti,False,1,0,0
3,0,"Niklasson, Mr. Samuel",0,28.0,0,0,363611,8.05,,,,False,0,0,1
3,0,"Panula, Master. Urho Abraham",0,2.0,4,1,3101295,39.6875,,,,False,0,0,1
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,29.0,1,0,228414,26.0,,10,"Bromsgrove, England / Montreal, PQ",False,0,0,1
3,0,"Haas, Miss. Aloisia",1,24.0,0,0,349236,8.85,,,,False,0,0,1
1,1,"Cleaver, Miss. Alice",1,22.0,0,0,113781,151.55,,11,,False,0,0,1
3,0,"Lester, Mr. James",0,39.0,0,0,A/4 48871,24.15,,,,False,0,0,1
1,0,"Ross, Mr. John Hugo",0,36.0,0,0,13049,40.125,A10,,"Winnipeg, MB",False,1,0,0
3,0,"Sivola, Mr. Antti Wilhelm",0,21.0,0,0,STON/O 2. 3101280,7.925,,,,False,0,0,1
3,0,"Sawyer, Mr. Frederick Charles",0,24.5,0,0,342826,8.05,,,,True,0,0,1
3,0,"Asplund, Master. Clarence Gustaf Hugo",0,9.0,4,2,347077,31.3875,,,"Sweden Worcester, MA",False,0,0,1
3,1,"Devaney, Miss. Margaret Delia",1,19.0,0,0,330958,7.8792,,C,"Kilmacowen, Co Sligo, Ireland New York, NY",False,0,1,0
1,1,"McGough, Mr. James Robert",0,36.0,0,0,PC 17473,26.2875,E25,7,"Philadelphia, PA",False,0,0,1
2,1,"Davies, Master. John Morgan Jr",0,8.0,1,1,C.A. 33112,36.75,,14,"St Ives, Cornwall / Hancock, MI",False,0,0,1
1,1,"Pears, Mrs. Thomas (Edith Wearne)",1,22.0,1,0,113776,66.6,C2,8,"Isleworth, England",False,0,0,1
1,0,"Hipkins, Mr. William Edward",0,55.0,0,0,680,50.0,C39,,London / Birmingham,False,0,0,1
3,0,"Rouse, Mr. Richard Henry",0,50.0,0,0,A/5 3594,8.05,,,,False,0,0,1
2,0,"Turpin, Mr. William John Robert",0,29.0,1,0,11668,21.0,,,"Plymouth, England",False,0,0,1
3,0,"Connors, Mr. Patrick",0,70.5,0,0,370369,7.75,,,,True,0,1,0
3,0,"Berglund, Mr. Karl Ivar Sven",0,22.0,0,0,PP 4348,9.35,,,"Tranvik, Finland New York",False,0,0,1
1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",1,27.0,1,1,PC 17558,247.5208,B58 B60,6,"Montreal, PQ",False,1,0,0
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23.0,0,0,SC/AH Basle 541,13.7917,D,11,"New York, NY",False,1,0,0
3,0,"Markun, Mr. Johann",0,33.0,0,0,349257,7.8958,,,,False,0,0,1
2,0,"Ware, Mr. John James",0,30.0,1,0,CA 31352,21.0,,,"Bristol, England / New Britain, CT",False,0,0,1
3,0,"Nieminen, Miss. Manta Josefina",1,29.0,0,0,3101297,7.925,,,,False,0,0,1
3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,29.0,1,1,347054,10.4625,G6,,,False,0,0,1
3,1,"Abelseth, Mr. Olaus Jorgensen",0,25.0,0,0,348122,7.65,F G63,A,"Perkins County, SD",False,0,0,1
1,0,"Graham, Mr. George Edward",0,38.0,0,1,PC 17582,153.4625,C91,,"Winnipeg, MB",True,0,0,1
1,0,"Brady, Mr. John Bertram",0,41.0,0,0,113054,30.5,A21,,"Pomeroy, WA",False,0,0,1
1,1,"Wick, Miss. Mary Natalie",1,31.0,0,2,36928,164.8667,C7,8,"Youngstown, OH",False,0,0,1
3,0,"Larsson-Rondberg, Mr. Edvard A",0,22.0,0,0,347065,7.775,,,,False,0,0,1
3,0,"Balkic, Mr. Cerin",0,26.0,0,0,349248,7.8958,,,,False,0,0,1
2,1,"Wright, Miss. Marion",1,26.0,0,0,220844,13.5,,9,"Yoevil, England / Cottage Grove, OR",False,0,0,1
3,1,"Sandstrom, Miss. Beatrice Irene",1,1.0,1,1,PP 9549,16.7,G6,13,,False,0,0,1
3,1,"Turkula, Mrs. (Hedwig)",1,63.0,0,0,4134,9.5875,,15,,False,0,0,1
1,1,"Young, Miss. Marie Grice",1,36.0,0,0,PC 17760,135.6333,C32,8,"New York, NY / Washington, DC",False,1,0,0
1,0,"Allison, Mr. Hudson Joshua Creighton",0,30.0,1,2,113781,151.55,C22 C26,,"Montreal, PQ / Chesterville, ON",True,0,0,1
3,0,"Carr, Miss. Jeannie",1,37.0,0,0,368364,7.75,,,"Co Sligo, Ireland Hartford, CT",False,0,1,0
3,1,"Nakid, Miss. Maria (""Mary"")",1,1.0,0,2,2653,15.7417,,C,,False,1,0,0
3,0,"Gustafsson, Mr. Johan Birger",0,28.0,2,0,3101277,7.925,,,"Ruotsinphytaa, Finland New York, NY",False,0,0,1
2,1,"Doling, Mrs. John T (Ada Julia Bone)",1,34.0,0,1,231919,23.0,,,Southampton,False,0,0,1
3,1,"de Mulder, Mr. Theodore",0,30.0,0,0,345774,9.5,,11,"Belgium Detroit, MI",False,0,0,1
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",1,29.0,1,0,26707,26.0,,10,"England / Sacramento, CA",False,0,0,1
2,1,"Laroche, Miss. Louise",1,1.0,1,2,SC/Paris 2123,41.5792,,14,Paris / Haiti,False,1,0,0
1,0,"Gee, Mr. Arthur H",0,47.0,0,0,111320,38.5,E63,,"St Anne's-on-Sea, Lancashire",True,0,0,1
1,0,"Taussig, Mr. Emil",0,52.0,1,1,110413,79.65,E67,,"New York, NY",False,0,0,1
1,0,"Ovies y Rodriguez, Mr. Servando",0,28.5,0,0,PC 17562,27.7208,D43,,"?Havana, Cuba",True,1,0,0
3,0,"Goncalves, Mr. Manuel Estanslas",0,38.0,0,0,SOTON/O.Q. 3101306,7.05,,,Portugal,False,0,0,1
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,30.0,3,0,31027,21.0,,,"Elizabeth, NJ",False,0,0,1
3,0,"Widegren, Mr. Carl/Charles Peter",0,51.0,0,0,347064,7.75,,,,False,0,0,1
2,0,"Sedgwick, Mr. Charles Frederick Waddington",0,25.0,0,0,244361,13.0,,,Liverpool,False,0,0,1
2,1,"Hewlett, Mrs. (Mary D Kingcome) ",1,55.0,0,0,248706,16.0,,13,"India / Rapid City, SD",False,0,0,1
3,1,"Duquemin, Mr. Joseph",0,24.0,0,0,S.O./P.P. 752,7.55,,D,"England Albion, NY",False,0,0,1
3,0,"Skoog, Miss. Margit Elizabeth",1,2.0,3,2,347088,27.9,,,,False,0,0,1
